PID,Name,Title,Journal,JournalISSN,JournalEISSN,Year,ContentType,PublicationSubtype,Status,ISI,ScopusId,FridaLevel,nsd,FullTextLink,FreeFulltext,doaj
423757,"Wennerhag, Magnus [shmswg08] [0000-0002-3886-0298] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Sociologi [7508]);Gustavsson, Klas",Solidaritet och gemenskap under nya förutsättningar,Fronesis,1404-2614,0,2010,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,TRUE,NA,NA,FALSE
572758,"Misgeld, Klaus [shksmd07] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Samtidshistoriska institutet [497]);Molin, Karl [shklmn] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Samtidshistoriska institutet [497])",Solidarity despite reservations,Baltic worlds,2000-2955,0,2010,Refereegranskat,NA,published,NA,NA,0,TRUE,NA,NA,TRUE
456209,"Lindquist, Torkel [shtllt10] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Religionsvetenskap [7485])",Some Considerations on 'The Matrix Model' for Written Arabic under the Influence of Hebrew in Israel,Rocznik Orientalistyczny,0080-3545,0,2010,Övrigt vetenskapligt,NA,published,NA,NA,0,FALSE,NA,NA,FALSE
462101,"Ilves, Kristin [shknis08] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496]);Darmark, Kim (Stockholm university)",Some Critical and Methodological Aspects of Shoreline Determination : Examples from the Baltic Sea Region,Journal of archaeological method and theory,1072-5369,1573-7764,2011,Refereegranskat,NA,published,000290036800003,2-s2.0-79955605397,2,TRUE,NA,NA,FALSE
428545,"Gentile, Michael [shmlge07] [0000-0001-5224-788X] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Sociologi [7508]) (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], SCOHOST (Stockholm Centre on Health of Societies in Transition) [7504]);Sjöberg, Örjan","Soviet housing : who built what and when? The case of Daugavpils, Latvia",Journal of Historical Geography,0305-7488,1095-8614,2010,Refereegranskat,NA,published,000284856300009,2-s2.0-78149380330,1,TRUE,NA,NA,FALSE
424684,"Doeser, Fredrik [SHFKDR02] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Statsvetenskap [7516])",Sovjetunionens upplösning och utrikespolitisk förändring i Sverige,Nordisk Østforum,0801-7220,1891-1773,2010,Refereegranskat,NA,published,NA,NA,1,TRUE,NA,TRUE,TRUE
428689,"Wallenstein, Sven-Olov [shsvwn02] [0000-0002-6968-3693] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Filosofi [7384])","Space, time, and the arts : rewriting the Laocoon",Journal of Aesthetics and Culture,2000-4214,0,2010,Refereegranskat,NA,published,NA,NA,0,FALSE,NA,NA,FALSE
428546,"Gentile, Michael [shmlge07] [0000-0001-5224-788X] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Sociologi [7508]) (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], SCOHOST (Stockholm Centre on Health of Societies in Transition) [7504]);Sjöberg, Örjan","Spaces of Priority : The Geography of Soviet Housing Construction in Daugavpils, Latvia",Annals of the Association of American Geographers,0004-5608,1467-8306,2010,Refereegranskat,NA,published,000277437100006,2-s2.0-77950913955,2,TRUE,NA,NA,FALSE
443307,"Wolrath Söderberg, Maria [SHMAWG] [0000-0003-3313-4403] (Södertörns högskola [481], Institutionen för kommunikation, medier och it [3000], Retorik [7490]);Manker, Jon [SHJNMR] (Södertörns högskola [481], Institutionen för kommunikation, medier och it [3000], Medieteknik [7468])",Spelets retorik,Rhetorica Scandinavica,1397-0534,0,2010,Refereegranskat,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
462197,"Vladic, Tomislav;Forsberg, Lars A. [SHLSFG] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Biologi [7362]) (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472]);Järvi, Torbjörn",Sperm competition between alternative reproductive tactics of the Atlantic salmon in vitro,Aquaculture,0044-8486,1873-5622,2010,Refereegranskat,NA,published,000277851300018,2-s2.0-77950594907,1,TRUE,NA,NA,FALSE
504255,"Onn, Gustaf [shgfon05] (Södertörns högskola [481], Institutionen för ekonomi och företagande [491], Turismvetenskap [7523])",Spheres and Dimensions of sustainability and their value conflicts,"Advances in Food, Hospitality and Tourism",2043-8907,0,2012,Refereegranskat,NA,published,NA,NA,0,FALSE,http://sh.diva-portal.org/smash/get/diva2:504255/FULLTEXT01.pdf,NA,FALSE
380866,"Nilsson, Torbjörn [shtnnn] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Samtidshistoriska institutet [497])",Språkrör för miljön : partiernas historia: Miljöpartiet,Populär historia,1102-0822,0,2010,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
473138,"Rönnby, Johan [shjnry] [0000-0002-5442-1981] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], MARIS (Marinarkeologiska forskningsinstitutet) [7462])",Spökskeppet vid Gotska sandön : ett fruset 400 år gammalt ögonblick,Populär Arkeologi,0281-014x,0,2010,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
602179,"Almgren, Birgitta [shbaan] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496])","Stasi, SÄPO och forskningens frihet : ett dilemma",BBC historia i fokus,2001-0354,0,2012,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
402881,"Gratzer, Karl [shklgr] (Södertörns högskola [481], Institutionen för ekonomi och företagande [491], Företagsekonomi [7389]);Lönnborg, Mikael [shmllg] [0000-0002-9781-8276] (Södertörns högskola [481], Institutionen för ekonomi och företagande [491], Företagsekonomi [7389]) (Södertörns högskola [481], Institutionen för ekonomi och företagande [491], ENTER forum [7375]);Olsson, Mikael [SHMLON] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496])",Statligt företagsägande och privatisering i Sverige,Nordiske organisasjonsstudier,1501-8237,0,2010,Övrigt vetenskapligt,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
810451,"Strandbrink, Peter [sh99prsk] [0000-0001-8412-6097] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Statsvetenskap [7516])","Statsvetenskap, språk och teoretiskt tänkande",Statsvetenskaplig Tidskrift,0039-0747,0,2010,Refereegranskat,NA,published,NA,NA,1,TRUE,NA,TRUE,FALSE
384853,"Nilsson, Torbjörn [shtnnn] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Samtidshistoriska institutet [497])","Stjernblad, Julius (Jules) Edvard",Svenskt biografiskt lexikon,0,0,2010,Övrigt vetenskapligt,NA,published,NA,NA,0,FALSE,NA,NA,FALSE
561159,"Eriksson, Niklas [shnsen10] [0000-0002-3024-8192] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Arkeologi [485]) (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], MARIS (Marinarkeologiska forskningsinstitutet) [7462]);Rönnby, Johan [shjnry] [0000-0002-5442-1981] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Arkeologi [485]) (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], MARIS (Marinarkeologiska forskningsinstitutet) [7462])",Stormaktstidens krigsskeppsvrak : del av nationell berättelse,Populär arkeologi,0281-014X,0,2012,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
406303,"Jukkala, Tanya [shtaja06] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], SCOHOST (Stockholm Centre on Health of Societies in Transition) [7504]) (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Sociologi [7508]);Mäkinen, Ilkka Henrik [SHIAMN] [0000-0003-0010-7863] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Sociologi [7508]) (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], SCOHOST (Stockholm Centre on Health of Societies in Transition) [7504])",Suicide in Changing Societies,Baltic Worlds,2000-2955,0,2010,Refereegranskat,NA,published,NA,NA,0,TRUE,NA,NA,TRUE
463896,"Olsson, Susanne [shseon02] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Religionsvetenskap [7485]);Sorgenfrei, Simon [shsnsi08] [0000-0002-2206-238X] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Religionsvetenskap [7485])",Svensk religionskritisk diskurs,DIN: tidsskrift for religion og kultur,1501-9934,2387-6735,2011,Refereegranskat,NA,published,NA,NA,1,TRUE,http://sh.diva-portal.org/smash/get/diva2:463896/FULLTEXT02.pdf,NA,TRUE
559543,"Östberg, Kjell [shklog] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Samtidshistoriska institutet [497])",Svensk socialdemokrati - en rörelse som stillnat,Tidsignal,1652-9081,0,2010,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
451840,"Almgren, Birgitta [SHBAAN] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496], Enheten för Tysklandsstudier [482])",Svenska Läroboksförfattare – målgrupp för DDR:s utlandspropaganda,Manus. Läromedelsförfattarnas förenings tidskrift,2000-4028,0,2010,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
460188,"Almgren, Birgitta [SHBAAN] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496], Enheten för Tysklandsstudier [482])",Sverige måste kräva att CIA lämnar ut alla Stasidokument,Dagens Nyheter,1101-2447,0,2011,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
561161,"Eriksson, Niklas [shnsen10] [0000-0002-3024-8192] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Arkeologi [485]) (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], MARIS (Marinarkeologiska forskningsinstitutet) [7462]);Rönnby, Johan [shjnry] [0000-0002-5442-1981] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Arkeologi [485]) (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], MARIS (Marinarkeologiska forskningsinstitutet) [7462])",Svärdet : marin slagfältsarkeologi,Marinarkeologisk tidskrift,1100-9632,0,2012,Övrigt vetenskapligt,NA,published,NA,NA,0,FALSE,NA,NA,FALSE
457542,"Hübinette, Tobias [shtshe08] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Pedagogik [7479]);Lundström, Catrin",Sweden after the recent election : The double-binding power of Swedish whiteness through the mourning of the loss of 'old Sweden' and the passing of 'good Sweden',NORA: Nordic Journal of Feminist and Gender Research,0803-8740,1502-394X,2011,Refereegranskat,NA,published,NA,2-s2.0-79551573145,1,TRUE,NA,NA,FALSE
406304,"Magnusson, Sara;Mäkinen, Ilkka Henrik [SHIAMN] [0000-0003-0010-7863] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Sociologi [7508]) (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], SCOHOST (Stockholm Centre on Health of Societies in Transition) [7504])",Sweden : Income and suicide,Psychological Reports,0033-2941,1558-691X,2010,Refereegranskat,NA,published,000282142000016,2-s2.0-77956564724,1,TRUE,NA,NA,FALSE
529768,"Widholm, Christian [shcnwm05] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Historia [7402])",Swedish Visions of a ‘Smiling Finn’ : Interpreting Hannes Kolehmainen in Sweden,International Journal of the History of Sport,0952-3367,1743-9035,2012,Refereegranskat,NA,published,000305950900003,2-s2.0-84863524748,1,TRUE,NA,NA,FALSE
540847,"Bonow, Madeleine [shmebw06] [0000-0002-6264-7518] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Måltidskunskap [7473]) (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Geografi [7395]);Svanberg, Ingvar [shirsg05] [0000-0002-8378-7923] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Biologi [7362])","""Säg får jag bjuda ur sumpen på en sprittande ruda"" : En bortglömd läckerhet från gångna tiders prästgårdskök",Ymer,0044-0477,0,2011,Övrigt vetenskapligt,NA,published,NA,NA,0,TRUE,NA,NA,FALSE
378766,"Fornäs, Johan [shjnfs09] [0000-0002-9419-4883] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Medie- och kommunikationsvetenskap [498])",Särskiljandets ambivalenser : några intersektionella tankebanor kring Elin Wägners 'En negerstat i staten',Tidskrift för Genusvetenskap,1654-5443,2001-1377,2010,Refereegranskat,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
447543,"Andersson, Christoph [shchan03] (Södertörns högskola [481], Institutionen för kommunikation, medier och it [3000], Journalistik [7407])",Så hotar extremhögern kritiska journalister,Dagens nyheter,1101-2447,0,2010,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
460192,"Almgren, Birgitta [SHBAAN] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496], Enheten för Tysklandsstudier [482])",Så jobbade Stasi med hjälp av svenska agenter,Dagens Nyheter,1101-2447,0,2011,"Övrig (populärvetenskap, debatt, mm)",newsItem,published,NA,NA,0,FALSE,NA,NA,FALSE
455255,"Manns, Ulla [shuams02] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Genusvetenskap [7393])",Så många segrar att fira,Bang,1102-4593,0,2011,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
447929,"Andersson, Christoph [shchan03] (Södertörns högskola [481], Institutionen för kommunikation, medier och it [3000], Journalistik [7407])",Så undviker du att hamna i extremisternas fällor,Journalisten,0022-5592,0,2010,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
562523,"Berglund, Jenny [shjybd05] [0000-0002-9865-1869] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Religionsvetenskap [7485])",Teachers only stand behind parents and God in the eyes of Muslim pupils,Journal of Beliefs and Values,1361-7672,1469-9362,2012,Refereegranskat,NA,published,000312343500011,2-s2.0-84871270894,1,TRUE,NA,NA,FALSE
404020,"Eriksson, Johan [SHJNEN] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Statsvetenskap [7516]);Karlsson, Mikael [shmlkn09] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Miljövetenskap [7470]);Reuter, Marta [shmarr03] (Stockholm University)","Technocracy, Politicization and Non-Involvement : Politics of Expertise in the European Regulation of Chemicals",Review of Policy Research,1541-132X,1541-1338,2010,Refereegranskat,NA,published,000282920300003,2-s2.0-77950530159,1,TRUE,NA,NA,FALSE
572753,"Misgeld, Klaus [shksmd07] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Samtidshistoriska institutet [497])",Teil einer weltweiten Unterstützung : Die schwedischen Gewerkschaften und die Solidarnosc,Jahrbuch fuer Forschungen zur Geschichte der Arbeiterbewegung,1610-093X,0,2011,Övrigt vetenskapligt,NA,published,NA,NA,0,FALSE,NA,NA,FALSE
708643,"Kitambi, Satish Srinivas [shkiss03] (Södertörns högskola [481], Institutionen för livsvetenskaper [486]) (Karolinska Institute);Chandrasekar, Gayathri [shgicr03] (Södertörns högskola [481], Institutionen för livsvetenskaper [486]) (Karolinska Institute);Addanki, Vamsi Krishna","Teleost fish - Powerful models for studying development, function and diseases of the human eye",Current Science,0011-3891,0,2011,Refereegranskat,NA,published,000292651400018,2-s2.0-79960081316,1,TRUE,NA,NA,FALSE
582981,"Landqvist, Mats [SHMTLS] (Södertörns högskola [481], Institutionen för kommunikation, medier och it [3000], Svenska [7520]);Hellspong, Lennart [SHLTHG]",Temaintro: Retorik och offentlighet,Rhetorica Scandinavica,1397-0534,0,2011,Övrigt vetenskapligt,editorialMaterial,published,NA,NA,1,TRUE,NA,NA,FALSE
573986,"Molin, Karl [shklmn] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Samtidshistoriska institutet [497])",The Admonitory Authorities and the Foolish Subalterns : The CPSU Politburo and the Polish Crisis 1980-1989,Baltic Worlds,2000-2955,0,2011,Refereegranskat,NA,published,NA,NA,0,TRUE,NA,NA,TRUE
395514,"Boalt, Elin [SHENBT02] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Miljövetenskap [7470]) (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Biologi [7362]);Arvanitis, Leena;Lehtilä, Kari [shkila] [0000-0002-0260-3978] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Miljövetenskap [7470]) (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Biologi [7362]);Ehrlén, Johan","The association among herbivory tolerance, ploidy level, and herbivory pressure in Cardamine pratensis",Evolutionary Ecology,0269-7653,1573-8477,2010,Refereegranskat,NA,published,000281072300011,2-s2.0-77955770267,1,TRUE,NA,NA,FALSE
409539,"Svenaeus, Fredrik [SHFKSS] [0000-0002-8973-8591] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Centrum för praktisk kunskap [5550])","The Body as Gift, Resource or Commodity? : Heidegger and the Ethics of Organ Transplantation",Journal of Bioethical Inquiry,1176-7529,1872-4353,2010,Refereegranskat,NA,published,000277788600004,2-s2.0-77952566118,1,TRUE,NA,NA,FALSE
397114,"Saunders, Fred [shfdss03] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Miljövetenskap [7470]) (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Geografi [7395]);Mohammed, Salim M.;Jiddawi, Narriman;Nordin, Karolina;Lunden, Bengt;Sjöling, Sara [SHSASG] [0000-0002-5802-5126] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Miljövetenskap [7470])",The changing social relations of a community-based mangrove forest project in Zanzibar,Ocean and Coastal Management,0964-5691,1873-524X,2010,Refereegranskat,NA,published,000278578900002,2-s2.0-77952105267,1,TRUE,NA,NA,FALSE
526929,"van Raalte, Alyson A.;Kunst, Anton E.;Lundberg, Olle;Leinsalu, Mall [SH99MLLU] [0000-0003-4453-4760] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Sociologi [7508]) (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], SCOHOST (Stockholm Centre on Health of Societies in Transition) [7504]);Martikainen, Pekka;Artnik, Barbara;Deboosere, Patrick;Stirbu, Irina;Wojtyniak, Bogdan;Mackenbach, Johan P.",The contribution of educational inequalities to lifespan variation,Population Health Metrics,1478-7954,1478-7954,2012,Refereegranskat,NA,published,000302234400001,2-s2.0-84856935277,0,TRUE,NA,TRUE,TRUE
567091,"Lundén, Thomas [shtsln03] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496])",The creation of a dying language,Folia Scandinavica Posnaniensia,1230-4786,2299-6885,2011,Refereegranskat,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
515600,"Redin, Johan [shjnrn04] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Filosofi [7384]);Jackson, Peter",The Crypt : Probing the Obscure Administration of Cultural Memory,Temenos,0497-1817,2342-7256,2011,Refereegranskat,NA,published,000301626500004,NA,2,TRUE,NA,NA,FALSE
635658,"Parameswar, Nandakumar (Indian Institute of Management, Calicut, India);Sree, Rama Murthy (Sultan Qaboos University, Oman);Wagué, Cheick [shckwe] (Södertörns högskola [481], Institutionen för ekonomi och företagande [491], Företagsekonomi [7389])",The Determinants of Bank Liquidity During Finance Crisis : A Comparative Study of the GCC Banking Industry,Journal of Academy of Business and Economics,1542-8710,2378-8631,2012,Refereegranskat,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
509518,"Johansson, Karl Magnus [SHKSJN] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Statsvetenskap [7516]);Langdal, Fredrik;von Sydow, Göran",The Domestic Politics of European Union Presidencies : The Case of Sweden,Government and Opposition,0017-257X,1477-7053,2012,Refereegranskat,NA,published,000300973600004,2-s2.0-84857848109,1,TRUE,NA,NA,FALSE
507743,"Stickley, Andrew [SH99AWSY] [0000-0002-1260-2223] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Sociologi [7508]) (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], SCOHOST (Stockholm Centre on Health of Societies in Transition) [7504]);Razvodovsky, Yury","The effects of beverage type on homicide rates in Russia, 1970-2005",Drug and Alcohol Review,0959-5236,1465-3362,2012,Refereegranskat,NA,published,000303047500003,2-s2.0-84860131378,1,TRUE,NA,NA,FALSE
462156,"Stickley, Andrew [SH99AWSY] [0000-0002-1260-2223] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Sociologi [7508]) (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], SCOHOST (Stockholm Centre on Health of Societies in Transition) [7504]);Pridemore, W. A.",The effects of binge drinking and social capital on violent victimisation : findings from Moscow,Journal of Epidemiology and Community Health,0143-005X,1470-2738,2010,Refereegranskat,NA,published,000281605100011,2-s2.0-77957287541,2,TRUE,NA,NA,FALSE
588681,"Lundén, Thomas [shtsln03] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496])",The emergence and decline of ethnic minorities in Baltic borderlands,Limes: Borderland studies,2029-7475,0,2012,Refereegranskat,NA,published,NA,2-s2.0-84876056526,1,TRUE,NA,NA,FALSE
445317,"Polanska Vergara, Dominika [shdapa05] [0000-0002-4304-5060] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Sociologi [7508])",The emergence of gated communities in post-communist urban context : and the reasons for their increasing popularity,Journal of Housing and the Built Environment,1566-4910,1573-7772,2010,Refereegranskat,NA,published,000283314500002,2-s2.0-77955422216,1,TRUE,NA,NA,FALSE
931147,"Jungar, Ann-Cathrine [sh01aejr] [0000-0002-7203-9495] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Statsvetenskap [7516])",The Finnish presidential elections : An office in transition,Baltic Worlds,2000-2955,0,2012,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,1,TRUE,NA,TRUE,TRUE
488614,"Bolin, Göran [shgnbn] [0000-0003-0216-8862] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Medie- och kommunikationsvetenskap [498])",The Forms of Value : Problems of Convertibility in Field Theory,"tripleC (cognition, communication, co-operation):  Journal for a Global Sustainable Information Society / Unified Theory of Information Research Group",1726-670X,1726-670X,2012,Refereegranskat,NA,published,NA,2-s2.0-84857011757,0,TRUE,http://sh.diva-portal.org/smash/get/diva2:488614/FULLTEXT05.pdf,NA,TRUE
483054,"Strålfors, Annelie;Walfridsson, Julian [SH99JNWN] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472]);Bhuiyan, Hasanuzzaman [shhnbn05] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472]);Ekwall, Karl [SHKLEL] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472])","The FUN30 Chromatin Remodeler, Fft3, Protects Centromeric and Subtelomeric Domains from Euchromatin Formation",PLoS Genetics,1553-7390,1553-7404,2011,Refereegranskat,NA,published,000288996600016,2-s2.0-79953741267,2,TRUE,NA,TRUE,TRUE
408509,"Lagerkvist, Amanda [shaalt10] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Medie- och kommunikationsvetenskap [498])","The Future Is Here : Media, Memory, and Futurity in Shanghai",Space and Culture,1206-3312,1552-8308,2010,Refereegranskat,NA,published,000290312000001,2-s2.0-77955215545,1,TRUE,NA,NA,FALSE
415241,"Johannesson, Kerstin;Smolarz, Katarzyna [SHKASZ09] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496]);Grahn, Mats [shmsgn] [0000-0003-3389-4162] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Miljövetenskap [7470]) (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Biologi [7362]);André, Carl",The future of Baltic Sea populations : local extinction or evolutionary rescue?,Ambio,0044-7447,1654-7209,2011,Refereegranskat,NA,published,000286933300008,2-s2.0-79951760834,1,TRUE,NA,TRUE,FALSE
560945,"Eriksson, Niklas [shnsen10] [0000-0002-3024-8192] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Arkeologi [485]) (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], MARIS (Marinarkeologiska forskningsinstitutet) [7462]);Rönnby, Johan [shjnry] [0000-0002-5442-1981] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Arkeologi [485]) (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], MARIS (Marinarkeologiska forskningsinstitutet) [7462])",'The Ghost Ship' : An Intact <em>Fluyt</em> from c.1650 in the Middle of the Baltic Sea,International Journal of Nautical Archaeology,1057-2414,1095-9270,2012,Refereegranskat,NA,published,000307501300005,2-s2.0-84865120758,2,TRUE,NA,NA,FALSE
473130,"Dixelius, Malcolm;Oskarsson, Ola;Nilsson, Ola;Rönnby, Johan [shjnry] [0000-0002-5442-1981] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], MARIS (Marinarkeologiska forskningsinstitutet) [7462])",The Ghost Ship Expedition : Frontline Deepwater Archaeology in the Baltic Sea,Hydro International,1385-4569,0,2011,Övrigt vetenskapligt,NA,published,NA,NA,0,TRUE,NA,NA,FALSE
542146,"Sjödin, Anna-Pya [shaasn05] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Filosofi [7384])","The Girl Who Knew Her Brother Would Be Coming Home : Ā̄rṣajñāna in Praśastapādabhāṣya, Nyāyakandalī and Vyomavatī",Journal of Indian Philosophy,0022-1791,1573-0395,2012,Refereegranskat,NA,published,000306592200006,2-s2.0-84864444524,1,TRUE,NA,NA,FALSE
1058771,"Fröhlig, Florence [shfefr09] [0000-0001-5100-9337] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Etnologi [7381]) (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496], Baltic & East European Graduate School (BEEGS) [483])",The Gulag's part of European history : The new virtual Gulag museum in Paris appears in many languages and transcends national boundaries,Baltic Worlds,2000-2955,0,2011,Övrigt vetenskapligt,NA,published,NA,NA,0,TRUE,NA,TRUE,TRUE
438451,"Eellend, Johan [SHJNED] [0000-0001-6995-9592] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Samtidshistoriska institutet [497])",The Harvest of Modernization : The formation of Agrarianism in Estonia prior to World War,Jahrbuch für Geschichte des ländlichen Raumes,0,0,2010,Övrigt vetenskapligt,NA,published,NA,NA,0,FALSE,NA,NA,FALSE
680304,"Steene, Anders [SHASSE] (Södertörns högskola [481], Institutionen för ekonomi och företagande [491], Turismvetenskap [7523])",The impact of carbon discharge legislation on future development of maritime tourism and cruising,Tourismos :  An International Multidisciplinary Journal of Tourism,1790-8418,1792-6521,2011,Refereegranskat,NA,published,NA,2-s2.0-83355161576,1,TRUE,NA,TRUE,FALSE
480038,"Karabag, Solmaz Filiz [shfzkg10] [0000-0002-3863-1073] (Södertörns högskola [481], Institutionen för ekonomi och företagande [491], Turismvetenskap [7523]);Yavuz, Mehmet Cihan (Cukurova University, Tourism Department);Berggren, Christian (Linköping University (Linköpings universitet, Institutionen för ekonomisk och industriell utveckling, Projekt, innovationer och entreprenörskap)",The Impact of Festivals on City Promotion : A Comparative Study of Turkish and Swedish Festivals,Tourism,1332-7461,0,2011,Refereegranskat,NA,published,NA,2-s2.0-84856005364,1,TRUE,NA,NA,FALSE
